stitch_project_id,stitch_screen_id,stitch_screen_title,stitch_phase,stitch_functional_area,stitch_device,stitch_state,mapping_type,mapping_confidence,implementation_ids,route_paths,view_paths,implementation_states,device_support,canonical_stitch_screen_id,product_difference,missing_requirement,evidence,notes
12272131183982732110,0c3315d05469499d9b645bc7978001bf,P02 – Edit Patient Details – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0097,/app/patients/:patientNumber/edit,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0097 via /app/patients/:patientNumber/edit / views/activeclinic/app/patient-form-content.ejs,
12272131183982732110,4c6a5fe1c21c46709679f3707b8bf4dc,P02 – Edit Patient Details – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0097,/app/patients/:patientNumber/edit,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0097 via /app/patients/:patientNumber/edit / views/activeclinic/app/patient-form-content.ejs,
12272131183982732110,5a6728d97b674200823562bb015e10ed,P02 – Patient List – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0091,/app/patients,views/activeclinic/app/patients-list-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0091 via /app/patients / views/activeclinic/app/patients-list-content.ejs,
12272131183982732110,58bd5e04f71340ff8d067721eb5562d4,P02 – Patient List – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0091,/app/patients,views/activeclinic/app/patients-list-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0091 via /app/patients / views/activeclinic/app/patients-list-content.ejs,
12272131183982732110,1a15f0bf4e564c4993ca33aa2d578a58,P02 – Patient Profile Overview – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0096,/app/patients/:patientNumber,views/activeclinic/app/patient-profile-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0096 via /app/patients/:patientNumber / views/activeclinic/app/patient-profile-content.ejs,
12272131183982732110,99eb441b48a24fa19855e76669c0da86,P02 – Patient Profile Overview – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0096,/app/patients/:patientNumber,views/activeclinic/app/patient-profile-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0096 via /app/patients/:patientNumber / views/activeclinic/app/patient-profile-content.ejs,
12272131183982732110,cd688e761cca43a1af299769014cb5f0,P02 – Patient Registration Success – Desktop,P02,PATIENTS,DESKTOP,SUCCESS,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0095,/app/patients,views/activeclinic/app/patient-success-content.ejs,SUCCESS,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0095 via /app/patients / views/activeclinic/app/patient-success-content.ejs,
12272131183982732110,b9615559155d41d591dbb91e18c6a090,P02 – Patient Registration Success – Mobile,P02,PATIENTS,MOBILE,SUCCESS,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0095,/app/patients,views/activeclinic/app/patient-success-content.ejs,SUCCESS,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0095 via /app/patients / views/activeclinic/app/patient-success-content.ejs,
12272131183982732110,f98b2e6f2a4a4953a4d811af7b3737a2,P02 – Patient Shared States – Desktop,P02,PATIENTS,DESKTOP,OTHER,PARTIAL_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0091|ACV7-IMPL-0092,/app/patients,views/activeclinic/app/patients-list-content.ejs,DEFAULT|EMPTY,DESKTOP|MOBILE,,,Composite patient shared-states board not a single route; empty/list states covered,"Mapped to ACV7-IMPL-0091, ACV7-IMPL-0092 via /app/patients / views/activeclinic/app/patients-list-content.ejs",
12272131183982732110,3c113fe684604dfcaeb8f6b2c071a6ca,P02 – Print Patient Card Preview,P02,PATIENTS,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0188,/app/patients/:patientNumber/print-card,views/activeclinic/app/patient-print-card-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Phase 4 implemented: /app/patients/:patientNumber/print-card / views/activeclinic/app/patient-print-card-content.ejs,Phase 4 patient print card
12272131183982732110,e1ef5e5d8a1840bcbf1f4dc859f7b812,P02 – Register Patient Contact – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,44fb7852e24f4f7f9f6b355a195fd250,P02 – Register Patient Contact – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,026d2e6c69cd4181a282213ba1bb55da,P02 – Register Patient Emergency and Medical – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,7a495a471fed49b098de3c1605eda76e,P02 – Register Patient Emergency and Medical – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,40d2005b64864f35ac8df831ddae7084,P02 – Register Patient Identity – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,8ef4b4d96f1f4224994d0c627bb7550e,P02 – Register Patient Review – Desktop,P02,PATIENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,a6d496f38f8e4d5cb8eb4d91667c6db7,P02 – Register Patient Review – Mobile,P02,PATIENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0093|ACV7-IMPL-0094,/app/patients/new|/app/patients/quick-register,views/activeclinic/app/patient-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,ONE_STITCH_TO_MULTIPLE conceptually but steps share form views — classified MULTIPLE_STITCH_TO_ONE for each step→form mapping,Multi-step Stitch registration condensed into patient form / quick-register
12272131183982732110,0fca19f233af43c49966e7eb62bccb02,P03 – Appointment Calendar – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0100,/app/appointments/calendar,views/activeclinic/app/appointments-calendar-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0100 via /app/appointments/calendar / views/activeclinic/app/appointments-calendar-content.ejs,
12272131183982732110,327422c1b36747039e4026a17c5a2f33,P03 – Appointment Confirmation – Desktop,P03,APPOINTMENTS,DESKTOP,CONFIRMED,PARTIAL_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0102,/app/appointments/:appointmentId,views/activeclinic/app/appointment-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Confirmation via flash on detail; orphan appointment-success-content unused,Mapped to ACV7-IMPL-0102 via /app/appointments/:appointmentId / views/activeclinic/app/appointment-detail-content.ejs,
12272131183982732110,284e9f8cd6804b0eb0f50574e2f571d6,P03 – Appointment List – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0098,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0098 via /app/appointments / views/activeclinic/app/appointments-list-content.ejs,
12272131183982732110,480ecaba5258423e8711b1fdd2f39e1b,P03 – Appointment List – Mobile,P03,APPOINTMENTS,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0098,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0098 via /app/appointments / views/activeclinic/app/appointments-list-content.ejs,
12272131183982732110,089aa8f266664446a8b38cb69d1fda48,P03 – Appointment Shared States – Desktop,P03,APPOINTMENTS,DESKTOP,OTHER,PARTIAL_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0098|ACV7-IMPL-0099,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,DEFAULT|EMPTY,DESKTOP|MOBILE,,,Composite appointment shared-states board,"Mapped to ACV7-IMPL-0098, ACV7-IMPL-0099 via /app/appointments / views/activeclinic/app/appointments-list-content.ejs",Composite appointment shared-states board; empty/list coverage only
12272131183982732110,a99c6ac04cf24f2c8ca349715c1829dc,P03 – Book Appointment – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0101,/app/appointments/new,views/activeclinic/app/appointment-form-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0101 via /app/appointments/new / views/activeclinic/app/appointment-form-content.ejs,
12272131183982732110,b27eafc25bad4006868f3932d08bfed5,P03 – Cancel Appointment – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0102,/app/appointments/:appointmentId,views/activeclinic/app/appointment-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,"Cancel is action on detail, not dedicated cancel screen",Mapped to ACV7-IMPL-0102 via /app/appointments/:appointmentId / views/activeclinic/app/appointment-detail-content.ejs,
12272131183982732110,305d90143b0e4381b112bf6eb113f1c2,P03 – Create Walk-In Visit – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0107,/app/reception/walk-in,views/activeclinic/app/reception-walk-in-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0107 via /app/reception/walk-in / views/activeclinic/app/reception-walk-in-content.ejs,
12272131183982732110,fd009ceba70f40b2ae1755b94220c64b,P03 – Doctor Schedule – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0100,/app/appointments/calendar,views/activeclinic/app/appointments-calendar-content.ejs,DEFAULT,DESKTOP|MOBILE,,,No dedicated doctor schedule screen; calendar approximates,Mapped to ACV7-IMPL-0100 via /app/appointments/calendar / views/activeclinic/app/appointments-calendar-content.ejs,
12272131183982732110,7d37e069c7644e7cb4c9b72349a0ccf7,P03 – Missed Appointments – Desktop,P03,APPOINTMENTS,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,MEDIUM,ACV7-IMPL-0098,/app/appointments,views/activeclinic/app/appointments-list-content.ejs,DEFAULT,DESKTOP|MOBILE,,,No dedicated missed-appointments route; filterable list only if supported,Mapped to ACV7-IMPL-0098 via /app/appointments / views/activeclinic/app/appointments-list-content.ejs,
12272131183982732110,8dca6dbd36b840928e73d6674bbcb3ea,P03 – Patient Called – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0105|ACV7-IMPL-0108,/app/reception/call-board|/app/reception/queue/:entryId,views/activeclinic/app/reception-call-board-content.ejs|views/activeclinic/app/reception-queue-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Call-board/queue-detail + POST actions cover flow; dedicated Stitch screens for each action state not separate routes,"Mapped to ACV7-IMPL-0105, ACV7-IMPL-0108 via /app/reception/call-board | /app/reception/queue/:entryId / views/activeclinic/app/reception-call-board-content.ejs | views/activeclinic/app/reception-queue-detail-content.ejs",
12272131183982732110,9284064428f443b1a3a1504054827d91,P03 – Patient Check-In – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0106,/app/reception/check-in,views/activeclinic/app/reception-check-in-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0106 via /app/reception/check-in / views/activeclinic/app/reception-check-in-content.ejs,
12272131183982732110,f7841548662446cfa8d70d0772d3fa9f,P03 – Patient Did Not Respond — Desktop,P03,RECEPTION,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0105|ACV7-IMPL-0108,/app/reception/call-board|/app/reception/queue/:entryId,views/activeclinic/app/reception-call-board-content.ejs|views/activeclinic/app/reception-queue-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Call-board/queue-detail + POST actions cover flow; dedicated Stitch screens for each action state not separate routes,"Mapped to ACV7-IMPL-0105, ACV7-IMPL-0108 via /app/reception/call-board | /app/reception/queue/:entryId / views/activeclinic/app/reception-call-board-content.ejs | views/activeclinic/app/reception-queue-detail-content.ejs",
12272131183982732110,1fa99f4a358c47ffb858addae7095fe8,P03 – Queue Assignment – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0105|ACV7-IMPL-0108,/app/reception/call-board|/app/reception/queue/:entryId,views/activeclinic/app/reception-call-board-content.ejs|views/activeclinic/app/reception-queue-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Call-board/queue-detail + POST actions cover flow; dedicated Stitch screens for each action state not separate routes,"Mapped to ACV7-IMPL-0105, ACV7-IMPL-0108 via /app/reception/call-board | /app/reception/queue/:entryId / views/activeclinic/app/reception-call-board-content.ejs | views/activeclinic/app/reception-queue-detail-content.ejs",
12272131183982732110,bf9b846da6174bf995793b09e869cd30,P03 – Queue Stale Data Warning – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0105|ACV7-IMPL-0108,/app/reception/call-board|/app/reception/queue/:entryId,views/activeclinic/app/reception-call-board-content.ejs|views/activeclinic/app/reception-queue-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Call-board/queue-detail + POST actions cover flow; dedicated Stitch screens for each action state not separate routes,"Mapped to ACV7-IMPL-0105, ACV7-IMPL-0108 via /app/reception/call-board | /app/reception/queue/:entryId / views/activeclinic/app/reception-call-board-content.ejs | views/activeclinic/app/reception-queue-detail-content.ejs",
12272131183982732110,8b7173ba4ff94eb2a7d7e548b5f7253d,P03 – Reception Queue – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0104,/app/reception,views/activeclinic/app/reception-queue-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0104 via /app/reception / views/activeclinic/app/reception-queue-content.ejs,
12272131183982732110,73499b0dfef446c99a908b1cc56252a5,P03 – Reception Queue – Mobile,P03,RECEPTION,MOBILE,DEFAULT,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,HIGH,ACV7-IMPL-0104,/app/reception,views/activeclinic/app/reception-queue-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0104 via /app/reception / views/activeclinic/app/reception-queue-content.ejs,
12272131183982732110,da39a3945ace4fac85cb12bd86f0cdc2,P03 – Reschedule Appointment – Desktop,P03,APPOINTMENTS,DESKTOP,RESCHEDULED,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0103|ACV7-IMPL-0102,/app/appointments/:appointmentId/edit|/app/appointments/:appointmentId,views/activeclinic/app/appointment-form-content.ejs|views/activeclinic/app/appointment-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Reschedule is POST/edit on appointment detail — no dedicated reschedule screen matching Stitch,"Mapped to ACV7-IMPL-0103, ACV7-IMPL-0102 via /app/appointments/:appointmentId/edit | /app/appointments/:appointmentId / views/activeclinic/app/appointment-form-content.ejs | views/activeclinic/app/appointment-detail-content.ejs",
12272131183982732110,9429b14e9ea243ad93aec4a486db93e9,P03 – Reschedule Appointment – Mobile,P03,APPOINTMENTS,MOBILE,RESCHEDULED,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0103|ACV7-IMPL-0102,/app/appointments/:appointmentId/edit|/app/appointments/:appointmentId,views/activeclinic/app/appointment-form-content.ejs|views/activeclinic/app/appointment-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Reschedule is POST/edit on appointment detail — no dedicated reschedule screen matching Stitch,"Mapped to ACV7-IMPL-0103, ACV7-IMPL-0102 via /app/appointments/:appointmentId/edit | /app/appointments/:appointmentId / views/activeclinic/app/appointment-form-content.ejs | views/activeclinic/app/appointment-detail-content.ejs",
12272131183982732110,e807a1354fdd418391496e69e5ac5f3e,P03 – Transfer Patient to Department – Desktop,P03,RECEPTION,DESKTOP,DEFAULT,PARTIAL_IMPLEMENTATION,HIGH,ACV7-IMPL-0105|ACV7-IMPL-0108,/app/reception/call-board|/app/reception/queue/:entryId,views/activeclinic/app/reception-call-board-content.ejs|views/activeclinic/app/reception-queue-detail-content.ejs,DEFAULT,DESKTOP|MOBILE,,,Call-board/queue-detail + POST actions cover flow; dedicated Stitch screens for each action state not separate routes,"Mapped to ACV7-IMPL-0105, ACV7-IMPL-0108 via /app/reception/call-board | /app/reception/queue/:entryId / views/activeclinic/app/reception-call-board-content.ejs | views/activeclinic/app/reception-queue-detail-content.ejs",
12272131183982732110,99757cfd7d3747d490f00ac342faa519,P04 – Clinical Escalation Alert,P04,CLINICAL,DESKTOP,DEFAULT,EXACT_IMPLEMENTATION_MATCH,HIGH,ACV7-IMPL-0121,/app/clinical/alerts,views/activeclinic/app/clinical-escalation-alert-content.ejs,DEFAULT,DESKTOP|MOBILE,,,,Mapped to ACV7-IMPL-0121 via /app/clinical/alerts / views/activeclinic/app/clinical-escalation-alert-content.ejs,
