stitch_project_id,stitch_screen_id,stitch_screen_title,stitch_device,stitch_phase,route,view,implementation_mapping,visual_score,visual_status,top_visual_differences,asset_gap,priority_band,priority_rank
12272131183982732110,16897ac752a94750bf00225db66ff768,P04 – Clinical Queue – Mobile,MOBILE,P04,/app/clinical,views/activeclinic/app/clinical-queue-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,eeaf00f13f6f4e238da3aef30a556a57,P05 – Dispensing Completed – Desktop,DESKTOP,P05,/app/pharmacy/prescriptions/:id/dispense/completed,views/activeclinic/app/pharmacy-dispense-completed-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,c7c3ea1931f74acb845208dd09d0d63d,P05 – Partial Dispensing – Desktop,DESKTOP,P05,/app/pharmacy/prescriptions/:id/dispense,views/activeclinic/app/pharmacy-dispense-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,0f1976955fc14d8c97f1f8c728b4e1da,P05 – Pharmacy Purchase Orders – Desktop,DESKTOP,P05,/app/pharmacy/purchase-orders,views/activeclinic/app/pharmacy-purchase-orders-content.ejs,ONE_STITCH_TO_MULTIPLE_IMPLEMENTATIONS,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,2147643a82af4fb28a8368dcff867a75,P05 – Pharmacy Stock Adjustment,DESKTOP,P05,/app/pharmacy/inventory/adjust,views/activeclinic/app/pharmacy-stock-adjust-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,ce22d1c5de5f43ad8a458f57aa217fd3,P05 – Pharmacy Stock Transfer,DESKTOP,P05,/app/pharmacy/inventory/transfer,views/activeclinic/app/pharmacy-stock-transfer-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,a61dbccce82b43788dc347e25843ae07,P05 – Receive Pharmacy Stock – Desktop,DESKTOP,P05,/app/pharmacy/inventory/receive,views/activeclinic/app/pharmacy-receive-stock-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,a7649e64ba1e4eee8ca0bcb6a54594bd,P05 – Select Medicine Batch,DESKTOP,P05,/app/pharmacy/prescriptions/:prescriptionId/items/:itemId/select-batch,views/activeclinic/app/pharmacy-select-batch-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,d53f9752db564b18b35fd761ecd73dd8,P06 – Laboratory Dashboard – Mobile,MOBILE,P06,/app/diagnostics/laboratory,views/activeclinic/app/diagnostics-laboratory-dashboard-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,070284f5583d43598111b2f6c35d0425,P06 – Radiology Dashboard – Mobile,MOBILE,P06,/app/diagnostics/radiology,views/activeclinic/app/diagnostics-radiology-dashboard-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: diagnostic metric cards, queue/worklist table wrap, result/report form panels|Remaining: Stitch lab/radiology worklists include extra operational columns not in V7 request model|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,8525edd4c31f46d6a6b5c6a233917559,P13 – Role Detail – Desktop,DESKTOP,P13,/app/access/roles/:roleKey,views/activeclinic/app/access-role-detail-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,23bc626a58964db894619615120d3ef2,P13 – Staff Access Dashboard – Mobile,MOBILE,P13,/app/access,views/activeclinic/app/access-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,2f150519b0a641399b4e24bf934397c1,P13 – Staff Directory – Mobile,MOBILE,P13,/app/staff,views/activeclinic/app/staff-list-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: shared staff/access 8px panels, filter bar, and form field chrome|Remaining: Stitch staff directory cards/avatars vs V7 table+filter layout|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,73499b0dfef446c99a908b1cc56252a5,P03 – Reception Queue – Mobile,MOBILE,P03,/app/reception,views/activeclinic/app/reception-queue-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,9429b14e9ea243ad93aec4a486db93e9,P03 – Reschedule Appointment – Mobile,MOBILE,P03,/app/appointments/:appointmentId/reschedule,views/activeclinic/app/appointment-form-content.ejs,MULTIPLE_STITCH_TO_ONE_IMPLEMENTATION,90,NEEDS_WORK,"Phase7C: queue metric strip from existing statuses, 8px panels, table action buttons, form/filter chrome|Remaining: Stitch wait-time, avatars, department tabs, and priority capsules are not in V7 data|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,33a522e2f4eb45c9bdbede9ba34e0bee,P04 – Diagnosis Entry,DESKTOP,P04,/app/clinical/encounter/:encounterId/diagnosis,views/activeclinic/app/diagnosis-entry-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,7959616d1673403ba3bf6ff71d18a77b,P04 – Nursing Intake – Desktop,DESKTOP,P04,/app/clinical/encounter/:encounterId/nursing-intake,views/activeclinic/app/nursing-intake-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: workspace panels, SOAP grid, clinical form sections, queue metric, status chips|Remaining: Stitch triage-priority / wait-time columns and consult action variants not in V7 encounter list|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,00a95c467df2414fb8c6dea108170b04,P05 – Dispensing Confirmation,DESKTOP,P05,/app/pharmacy/prescriptions/:id/dispense/confirm,views/activeclinic/app/pharmacy-dispense-confirm-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
12272131183982732110,97138791742e4338a34811a6fd7e464d,P05 – Dispensing Review – Desktop,DESKTOP,P05,/app/pharmacy/prescriptions/:id/dispense,views/activeclinic/app/pharmacy-dispense-content.ejs,EXACT_IMPLEMENTATION_MATCH,90,NEEDS_WORK,"Phase7C: shared 8px panels, detail lists, table actions, form field heights|Remaining: Stitch pharmacy workbench chrome (batch drawer, featured layout) still denser than V7 combined screens|TEST_INFRA_LIMITATION: no live browser MATCHED",none_detected,remaining,4
